char,unihan_stroke,unihan_form,form_source,radical_no,residual,unicode_version
鄅,16,鄅,unihan:identity,163,9,17.0.0
鄌,17,鄌,unihan:identity,163,10,17.0.0
鄑,17,鄑,unihan:identity,163,10,17.0.0
鄗,17,鄗,unihan:identity,163,10,17.0.0
鄘,18,鄘,unihan:identity,163,11,17.0.0
鄙,18,鄙,unihan:identity,163,11,17.0.0
鄚,18,鄚,unihan:identity,163,11,17.0.0
鄜,18,鄜,unihan:identity,163,11,17.0.0
鄞,18,鄞,unihan:identity,163,11,17.0.0
鄠,18,鄠,unihan:identity,163,11,17.0.0
鄢,18,鄢,unihan:identity,163,11,17.0.0
鄣,18,鄣,unihan:identity,163,11,17.0.0
鄫,19,鄫,unihan:identity,163,12,17.0.0
鄯,19,鄯,unihan:identity,163,12,17.0.0
鄱,19,鄱,unihan:identity,163,12,17.0.0
鄹,21,鄹,unihan:identity,163,14,17.0.0
酂,26,酇,char-table:preferred-traditional+unihan:kTraditionalVariant,163,19,17.0.0
酃,24,酃,unihan:identity,163,17,17.0.0
酅,25,酅,unihan:identity,163,18,17.0.0
酆,25,酆,unihan:identity,163,18,17.0.0
酉,7,酉,unihan:identity,164,0,17.0.0
酊,9,酊,unihan:identity,164,2,17.0.0
酋,9,酋,unihan:identity,164,2,17.0.0
酌,10,酌,unihan:identity,164,3,17.0.0
配,10,配,unihan:identity,164,3,17.0.0
酎,10,酎,unihan:identity,164,3,17.0.0
酏,10,酏,unihan:identity,164,3,17.0.0
酐,10,酐,unihan:identity,164,3,17.0.0
酒,10,酒,unihan:identity,164,3,17.0.0
酗,11,酗,unihan:identity,164,4,17.0.0
酚,11,酚,unihan:identity,164,4,17.0.0
酝,16,醖,char-table:preferred-traditional+unihan:kTraditionalVariant,164,9,17.0.0
酞,11,酞,unihan:identity,164,4,17.0.0
酡,12,酡,unihan:identity,164,5,17.0.0
酢,12,酢,unihan:identity,164,5,17.0.0
酣,12,酣,unihan:identity,164,5,17.0.0
酤,12,酤,unihan:identity,164,5,17.0.0
酥,12,酥,unihan:identity,164,5,17.0.0
酦,19,醱,char-table:preferred-traditional+unihan:kTraditionalVariant,164,12,17.0.0
酩,13,酩,unihan:identity,164,6,17.0.0
酪,13,酪,unihan:identity,164,6,17.0.0
酬,13,酬,unihan:identity,164,6,17.0.0
酮,13,酮,unihan:identity,164,6,17.0.0
酯,13,酯,unihan:identity,164,6,17.0.0
酰,13,酰,unihan:identity,164,6,17.0.0
酱,18,醬,char-table:preferred-traditional+unihan:kTraditionalVariant,164,11,17.0.0
酲,14,酲,unihan:identity,164,7,17.0.0
酴,14,酴,unihan:identity,164,7,17.0.0
酵,14,酵,unihan:identity,164,7,17.0.0
酶,14,酶,unihan:identity,164,7,17.0.0
酷,14,酷,unihan:identity,164,7,17.0.0
酸,14,酸,unihan:identity,164,7,17.0.0
酹,14,酹,unihan:identity,164,7,17.0.0
酺,14,酺,unihan:identity,164,7,17.0.0
酽,27,釅,char-table:preferred-traditional+unihan:kTraditionalVariant,164,20,17.0.0
酾,26,釃,char-table:preferred-traditional+unihan:kTraditionalVariant,164,19,17.0.0
酿,24,釀,char-table:preferred-traditional+unihan:kTraditionalVariant,164,17,17.0.0
醅,15,醅,unihan:identity,164,8,17.0.0
醇,15,醇,unihan:identity,164,8,17.0.0
醉,15,醉,unihan:identity,164,8,17.0.0
醋,15,醋,unihan:identity,164,8,17.0.0
醌,15,醌,unihan:identity,164,8,17.0.0
醍,16,醍,unihan:identity,164,9,17.0.0
醐,16,醐,unihan:identity,164,9,17.0.0
醑,16,醑,unihan:identity,164,9,17.0.0
醒,16,醒,unihan:identity,164,9,17.0.0
醚,17,醚,unihan:identity,164,10,17.0.0
醛,17,醛,unihan:identity,164,10,17.0.0
醢,17,醢,unihan:identity,164,10,17.0.0
醨,18,醨,unihan:identity,164,11,17.0.0
醪,18,醪,unihan:identity,164,11,17.0.0
醭,19,醭,unihan:identity,164,12,17.0.0
醮,19,醮,unihan:identity,164,12,17.0.0
醯,19,醯,unihan:identity,164,12,17.0.0
醴,20,醴,unihan:identity,164,13,17.0.0
醵,20,醵,unihan:identity,164,13,17.0.0
醺,21,醺,unihan:identity,164,14,17.0.0
醾,24,醾,unihan:identity,164,17,17.0.0
采,11,埰,unihan:kTraditionalVariant[17.0.0],32,8,17.0.0
釉,12,釉,unihan:identity,165,5,17.0.0
释,20,釋,char-table:preferred-traditional+unihan:kTraditionalVariant,165,13,17.0.0
里,13,裏,char-table:preferred-traditional+unihan:kTraditionalVariant,145,7,17.0.0
重,9,重,unihan:identity,166,2,17.0.0
野,11,野,unihan:identity,166,4,17.0.0
量,12,量,unihan:identity,166,5,17.0.0
釐,18,釐,unihan:identity,166,11,17.0.0
金,8,金,unihan:identity,167,0,17.0.0
釜,10,釜,unihan:identity,167,2,17.0.0
鉴,22,鑒,char-table:preferred-traditional+unihan:kTraditionalVariant,167,14,17.0.0
銎,14,銎,unihan:identity,167,6,17.0.0
銮,27,鑾,char-table:preferred-traditional+unihan:kTraditionalVariant,167,19,17.0.0
鋆,15,鋆,unihan:identity,167,7,17.0.0
鋈,15,鋈,unihan:identity,167,7,17.0.0
錾,19,鏨,char-table:preferred-traditional+unihan:kTraditionalVariant,167,11,17.0.0
鍪,17,鍪,unihan:identity,167,9,17.0.0
鎏,18,鎏,unihan:identity,167,10,17.0.0
鏊,19,鏊,unihan:identity,167,11,17.0.0
鏖,19,鏖,unihan:identity,167,11,17.0.0
鐾,21,鐾,unihan:identity,167,13,17.0.0
鑫,24,鑫,unihan:identity,167,16,17.0.0
钆,9,釓,char-table:preferred-traditional+unihan:kTraditionalVariant,167,1,17.0.0
钇,9,釔,char-table:preferred-traditional+unihan:kTraditionalVariant,167,1,17.0.0
针,10,針,char-table:preferred-traditional+unihan:kTraditionalVariant,167,2,17.0.0
钉,10,釘,char-table:preferred-traditional+unihan:kTraditionalVariant,167,2,17.0.0
钊,10,釗,char-table:preferred-traditional+unihan:kTraditionalVariant,167,2,17.0.0
钋,10,釙,char-table:preferred-traditional+unihan:kTraditionalVariant,167,2,17.0.0
钌,10,釕,char-table:preferred-traditional+unihan:kTraditionalVariant,167,2,17.0.0
钍,11,釷,char-table:preferred-traditional+unihan:kTraditionalVariant,167,3,17.0.0
钎,11,釺,char-table:preferred-traditional+unihan:kTraditionalVariant,167,3,17.0.0
钏,11,釧,char-table:preferred-traditional+unihan:kTraditionalVariant,167,3,17.0.0
钐,11,釤,char-table:preferred-traditional+unihan:kTraditionalVariant,167,3,17.0.0
钒,11,釩,char-table:preferred-traditional+unihan:kTraditionalVariant,167,3,17.0.0
钓,11,釣,char-table:preferred-traditional+unihan:kTraditionalVariant,167,3,17.0.0
钔,16,鍆,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
钕,11,釹,char-table:preferred-traditional+unihan:kTraditionalVariant,167,3,17.0.0
钖,17,鍚,char-table:preferred-traditional+unihan:kTraditionalVariant,167,9,17.0.0
钗,11,釵,char-table:preferred-traditional+unihan:kTraditionalVariant,167,3,17.0.0
钘,12,鈃,char-table:preferred-traditional+unihan:kTraditionalVariant,167,4,17.0.0
钙,12,鈣,char-table:preferred-traditional+unihan:kTraditionalVariant,167,4,17.0.0
钚,12,鈈,char-table:preferred-traditional+unihan:kTraditionalVariant,167,4,17.0.0
钛,12,鈦,char-table:preferred-traditional+unihan:kTraditionalVariant,167,4,17.0.0
钜,13,鉅,char-table:preferred-traditional+unihan:kTraditionalVariant,167,5,17.0.0
钝,12,鈍,char-table:preferred-traditional+unihan:kTraditionalVariant,167,4,17.0.0
钞,12,鈔,char-table:preferred-traditional+unihan:kTraditionalVariant,167,4,17.0.0
钟,17,鍾,char-table:preferred-traditional+unihan:kTraditionalVariant,167,9,17.0.0
钠,12,鈉,char-table:preferred-traditional+unihan:kTraditionalVariant,167,4,17.0.0
钡,15,鋇,char-table:preferred-traditional+unihan:kTraditionalVariant,167,7,17.0.0
钢,16,鋼,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
钣,12,鈑,char-table:preferred-traditional+unihan:kTraditionalVariant,167,4,17.0.0
钤,12,鈐,char-table:preferred-traditional+unihan:kTraditionalVariant,167,4,17.0.0
钥,25,鑰,char-table:preferred-traditional+unihan:kTraditionalVariant,167,17,17.0.0
钦,12,欽,char-table:preferred-traditional+unihan:kTraditionalVariant,76,8,17.0.0
钧,12,鈞,char-table:preferred-traditional+unihan:kTraditionalVariant,167,4,17.0.0
钨,18,鎢,char-table:preferred-traditional+unihan:kTraditionalVariant,167,10,17.0.0
钩,12,鈎,char-table:preferred-traditional+unihan:kTraditionalVariant,167,4,17.0.0
钪,12,鈧,char-table:preferred-traditional+unihan:kTraditionalVariant,167,4,17.0.0
钫,12,鈁,char-table:preferred-traditional+unihan:kTraditionalVariant,167,4,17.0.0
钬,12,鈥,char-table:preferred-traditional+unihan:kTraditionalVariant,167,4,17.0.0
钭,12,鈄,char-table:preferred-traditional+unihan:kTraditionalVariant,167,4,17.0.0
钮,12,鈕,char-table:preferred-traditional+unihan:kTraditionalVariant,167,4,17.0.0
钯,12,鈀,char-table:preferred-traditional+unihan:kTraditionalVariant,167,4,17.0.0
钰,13,鈺,char-table:preferred-traditional+unihan:kTraditionalVariant,167,5,17.0.0
钱,16,錢,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
钲,13,鉦,char-table:preferred-traditional+unihan:kTraditionalVariant,167,5,17.0.0
钳,13,鉗,char-table:preferred-traditional+unihan:kTraditionalVariant,167,5,17.0.0
钴,13,鈷,char-table:preferred-traditional+unihan:kTraditionalVariant,167,5,17.0.0
钵,13,鉢,char-table:preferred-traditional+unihan:kTraditionalVariant,167,5,17.0.0
钷,13,鉕,char-table:preferred-traditional+unihan:kTraditionalVariant,167,5,17.0.0
钹,13,鈸,char-table:preferred-traditional+unihan:kTraditionalVariant,167,5,17.0.0
钺,13,鉞,char-table:preferred-traditional+unihan:kTraditionalVariant,167,5,17.0.0
钻,27,鑽,char-table:preferred-traditional+unihan:kTraditionalVariant,167,19,17.0.0
钼,13,鉬,char-table:preferred-traditional+unihan:kTraditionalVariant,167,5,17.0.0
钽,13,鉭,char-table:preferred-traditional+unihan:kTraditionalVariant,167,5,17.0.0
钾,13,鉀,char-table:preferred-traditional+unihan:kTraditionalVariant,167,5,17.0.0
钿,13,鈿,char-table:preferred-traditional+unihan:kTraditionalVariant,167,5,17.0.0
铀,13,鈾,char-table:preferred-traditional+unihan:kTraditionalVariant,167,5,17.0.0
铁,21,鐵,unihan:kTraditionalVariant[17.0.0],167,13,17.0.0
铂,13,鉑,char-table:preferred-traditional+unihan:kTraditionalVariant,167,5,17.0.0
铃,13,鈴,char-table:preferred-traditional+unihan:kTraditionalVariant,167,5,17.0.0
铄,23,鑠,char-table:preferred-traditional+unihan:kTraditionalVariant,167,15,17.0.0
铅,13,鉛,char-table:preferred-traditional+unihan:kTraditionalVariant,167,5,17.0.0
铆,13,鉚,char-table:preferred-traditional+unihan:kTraditionalVariant,167,5,17.0.0
铈,13,鈰,char-table:preferred-traditional+unihan:kTraditionalVariant,167,5,17.0.0
铉,13,鉉,char-table:preferred-traditional+unihan:kTraditionalVariant,167,5,17.0.0
铊,13,鉈,char-table:preferred-traditional+unihan:kTraditionalVariant,167,5,17.0.0
铋,13,鉍,char-table:preferred-traditional+unihan:kTraditionalVariant,167,5,17.0.0
铌,13,鈮,char-table:preferred-traditional+unihan:kTraditionalVariant,167,5,17.0.0
铍,13,鈹,char-table:preferred-traditional+unihan:kTraditionalVariant,167,5,17.0.0
铎,21,鐸,char-table:preferred-traditional+unihan:kTraditionalVariant,167,13,17.0.0
铏,14,鉶,char-table:preferred-traditional+unihan:kTraditionalVariant,167,6,17.0.0
铐,14,銬,char-table:preferred-traditional+unihan:kTraditionalVariant,167,6,17.0.0
铑,14,銠,char-table:preferred-traditional+unihan:kTraditionalVariant,167,6,17.0.0
铒,14,鉺,char-table:preferred-traditional+unihan:kTraditionalVariant,167,6,17.0.0
铕,14,銪,char-table:preferred-traditional+unihan:kTraditionalVariant,167,6,17.0.0
铖,15,鋮,char-table:preferred-traditional+unihan:kTraditionalVariant,167,7,17.0.0
铗,15,鋏,char-table:preferred-traditional+unihan:kTraditionalVariant,167,7,17.0.0
铘,15,鋣,char-table:preferred-traditional+unihan:kTraditionalVariant,167,7,17.0.0
铙,20,鐃,char-table:preferred-traditional+unihan:kTraditionalVariant,167,12,17.0.0
铚,14,銍,char-table:preferred-traditional+unihan:kTraditionalVariant,167,6,17.0.0
铛,21,鐺,char-table:preferred-traditional+unihan:kTraditionalVariant,167,13,17.0.0
铜,14,銅,char-table:preferred-traditional+unihan:kTraditionalVariant,167,6,17.0.0
铝,15,鋁,char-table:preferred-traditional+unihan:kTraditionalVariant,167,7,17.0.0
铞,14,銱,char-table:preferred-traditional+unihan:kTraditionalVariant,167,6,17.0.0
铟,14,銦,char-table:preferred-traditional+unihan:kTraditionalVariant,167,6,17.0.0
铠,18,鎧,char-table:preferred-traditional+unihan:kTraditionalVariant,167,10,17.0.0
铡,17,鍘,char-table:preferred-traditional+unihan:kTraditionalVariant,167,9,17.0.0
铢,14,銖,char-table:preferred-traditional+unihan:kTraditionalVariant,167,6,17.0.0
铣,14,銑,char-table:preferred-traditional+unihan:kTraditionalVariant,167,6,17.0.0
铤,15,鋌,char-table:preferred-traditional+unihan:kTraditionalVariant,167,7,17.0.0
铥,14,銩,char-table:preferred-traditional+unihan:kTraditionalVariant,167,6,17.0.0
铧,20,鏵,char-table:preferred-traditional+unihan:kTraditionalVariant,167,12,17.0.0
铨,14,銓,char-table:preferred-traditional+unihan:kTraditionalVariant,167,6,17.0.0
铩,19,鎩,char-table:preferred-traditional+unihan:kTraditionalVariant,167,11,17.0.0
铪,14,鉿,char-table:preferred-traditional+unihan:kTraditionalVariant,167,6,17.0.0
铫,14,銚,char-table:preferred-traditional+unihan:kTraditionalVariant,167,6,17.0.0
铬,14,鉻,char-table:preferred-traditional+unihan:kTraditionalVariant,167,6,17.0.0
铭,14,銘,char-table:preferred-traditional+unihan:kTraditionalVariant,167,6,17.0.0
铮,16,錚,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
铯,14,銫,char-table:preferred-traditional+unihan:kTraditionalVariant,167,6,17.0.0
铰,14,鉸,char-table:preferred-traditional+unihan:kTraditionalVariant,167,6,17.0.0
铱,14,銥,char-table:preferred-traditional+unihan:kTraditionalVariant,167,6,17.0.0
铲,19,鏟,char-table:preferred-traditional+unihan:kTraditionalVariant,167,11,17.0.0
铳,14,銃,char-table:preferred-traditional+unihan:kTraditionalVariant,167,6,17.0.0
铴,20,鐋,char-table:preferred-traditional+unihan:kTraditionalVariant,167,12,17.0.0
铵,14,銨,char-table:preferred-traditional+unihan:kTraditionalVariant,167,6,17.0.0
银,14,銀,char-table:preferred-traditional+unihan:kTraditionalVariant,167,6,17.0.0
铷,14,銣,unihan:kTraditionalVariant[17.0.0],167,6,17.0.0
铸,22,鑄,char-table:preferred-traditional+unihan:kTraditionalVariant,167,14,17.0.0
铹,20,鐒,char-table:preferred-traditional+unihan:kTraditionalVariant,167,12,17.0.0
铺,15,鋪,char-table:preferred-traditional+unihan:kTraditionalVariant,167,7,17.0.0
铻,15,鋙,char-table:preferred-traditional+unihan:kTraditionalVariant,167,7,17.0.0
铼,16,錸,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
铽,15,鋱,char-table:preferred-traditional+unihan:kTraditionalVariant,167,7,17.0.0
链,19,鏈,char-table:preferred-traditional+unihan:kTraditionalVariant,167,11,17.0.0
铿,19,鏗,char-table:preferred-traditional+unihan:kTraditionalVariant,167,11,17.0.0
销,15,銷,char-table:preferred-traditional+unihan:kTraditionalVariant,167,7,17.0.0
锁,18,鎖,char-table:preferred-traditional+unihan:kTraditionalVariant,167,10,17.0.0
锂,15,鋰,char-table:preferred-traditional+unihan:kTraditionalVariant,167,7,17.0.0
锃,15,鋥,char-table:preferred-traditional+unihan:kTraditionalVariant,167,7,17.0.0
锄,15,鋤,char-table:preferred-traditional+unihan:kTraditionalVariant,167,7,17.0.0
锅,17,鍋,char-table:preferred-traditional+unihan:kTraditionalVariant,167,9,17.0.0
锆,15,鋯,char-table:preferred-traditional+unihan:kTraditionalVariant,167,7,17.0.0
锇,15,鋨,char-table:preferred-traditional+unihan:kTraditionalVariant,167,7,17.0.0
锈,15,銹,char-table:preferred-traditional+unihan:kTraditionalVariant,167,7,17.0.0
锉,15,銼,char-table:preferred-traditional+unihan:kTraditionalVariant,167,7,17.0.0
锊,15,鋝,char-table:preferred-traditional+unihan:kTraditionalVariant,167,7,17.0.0
锋,15,鋒,char-table:preferred-traditional+unihan:kTraditionalVariant,167,7,17.0.0
锌,15,鋅,char-table:preferred-traditional+unihan:kTraditionalVariant,167,7,17.0.0
锍,15,鋶,char-table:preferred-traditional+unihan:kTraditionalVariant,167,7,17.0.0
锎,20,鐦,char-table:preferred-traditional+unihan:kTraditionalVariant,167,12,17.0.0
锏,20,鐧,char-table:preferred-traditional+unihan:kTraditionalVariant,167,12,17.0.0
锐,15,銳,char-table:preferred-traditional+unihan:kTraditionalVariant,167,7,17.0.0
锑,15,銻,char-table:preferred-traditional+unihan:kTraditionalVariant,167,7,17.0.0
锒,15,鋃,char-table:preferred-traditional+unihan:kTraditionalVariant,167,7,17.0.0
锓,15,鋟,char-table:preferred-traditional+unihan:kTraditionalVariant,167,7,17.0.0
锔,15,鋦,char-table:preferred-traditional+unihan:kTraditionalVariant,167,7,17.0.0
锕,16,錒,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
锖,16,錆,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
锗,17,鍺,char-table:preferred-traditional+unihan:kTraditionalVariant,167,9,17.0.0
锘,17,鍩,char-table:preferred-traditional+unihan:kTraditionalVariant,167,9,17.0.0
错,16,錯,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
锚,17,錨,char-table:preferred-traditional+unihan:kTraditionalVariant,167,9,17.0.0
锛,16,錛,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
锜,16,錡,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
锝,16,鍀,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
锞,16,錁,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
锟,16,錕,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
锡,16,錫,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
锢,16,錮,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
锣,27,鑼,char-table:preferred-traditional+unihan:kTraditionalVariant,167,19,17.0.0
锤,16,錘,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
锥,16,錐,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
锦,16,錦,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
锧,23,鑕,char-table:preferred-traditional+unihan:kTraditionalVariant,167,15,17.0.0
锨,16,鍁,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
锩,16,錈,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
锪,16,鍃,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
锫,16,錇,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
锬,16,錟,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
锭,16,錠,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
键,17,鍵,char-table:preferred-traditional+unihan:kTraditionalVariant,167,9,17.0.0
锯,16,鋸,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
锰,16,錳,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
锱,16,錙,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
锲,17,鍥,char-table:preferred-traditional+unihan:kTraditionalVariant,167,9,17.0.0
锳,16,鍈,char-table:preferred-traditional+unihan:kTraditionalVariant,167,8,17.0.0
锴,17,鍇,char-table:preferred-traditional+unihan:kTraditionalVariant,167,9,17.0.0
锵,19,鏘,char-table:preferred-traditional+unihan:kTraditionalVariant,167,11,17.0.0
锶,17,鍶,char-table:preferred-traditional+unihan:kTraditionalVariant,167,9,17.0.0
锷,17,鍔,char-table:preferred-traditional+unihan:kTraditionalVariant,167,9,17.0.0
锸,17,鍤,char-table:preferred-traditional+unihan:kTraditionalVariant,167,9,17.0.0
锹,17,鍬,char-table:preferred-traditional+unihan:kTraditionalVariant,167,9,17.0.0
锺,17,鍾,char-table:preferred-traditional+unihan:kTraditionalVariant,167,9,17.0.0
锻,17,鍛,char-table:preferred-traditional+unihan:kTraditionalVariant,167,9,17.0.0
锼,18,鎪,char-table:preferred-traditional+unihan:kTraditionalVariant,167,10,17.0.0
锽,17,鍠,char-table:preferred-traditional+unihan:kTraditionalVariant,167,9,17.0.0
锾,17,鍰,char-table:preferred-traditional+unihan:kTraditionalVariant,167,9,17.0.0
锿,17,鎄,char-table:preferred-traditional+unihan:kTraditionalVariant,167,9,17.0.0
镀,17,鍍,char-table:preferred-traditional+unihan:kTraditionalVariant,167,9,17.0.0
镁,17,鎂,char-table:preferred-traditional+unihan:kTraditionalVariant,167,9,17.0.0
镂,19,鏤,char-table:preferred-traditional+unihan:kTraditionalVariant,167,11,17.0.0
镃,18,鎡,char-table:preferred-traditional+unihan:kTraditionalVariant,167,10,17.0.0
镄,20,鐨,char-table:preferred-traditional+unihan:kTraditionalVariant,167,12,17.0.0
镅,17,鎇,char-table:preferred-traditional+unihan:kTraditionalVariant,167,9,17.0.0
镆,19,鏌,char-table:preferred-traditional+unihan:kTraditionalVariant,167,11,17.0.0
镇,18,鎮,char-table:preferred-traditional+unihan:kTraditionalVariant,167,10,17.0.0
